0.044576,0.060856,0.72,0.45225,0.0025,0.0025,-0.0025,0.059163
0.041112,0.057715,0.7,0.45423,0.0025,0.0025,-0.0025,0.056559
0.037818,0.054642,0.68,0.4561,0.0025,0.0025,-0.0025,0.053788
0.03469,0.051638,0.66,0.45786,0.0025,0.0025,-0.0025,0.050943
0.031728,0.048706,0.64,0.45952,0.0025,0.0025,-0.0025,0.047997
0.028929,0.045847,0.62,0.46108,0.0025,0.002,0.0025,0.043538
0.028929,0.045847,0.62,0.46108,0.0025,0.0025,-0.0025,0.045065
0.028929,0.045847,0.62,0.46108,0.0025,0.0025,-0.002,0.041769
0.028929,0.045847,0.62,0.46108,0.0025,0.003,-0.0025,0.0435
0.028929,0.045847,0.62,0.46108,-0.002,0.0025,0.0025,0.041765
0.02629,0.043062,0.6,0.46254,0.0025,0.002,0.0025,0.040977
0.02629,0.043062,0.6,0.46254,0.0025,0.0025,-0.0025,0.042061
0.02629,0.043062,0.6,0.46254,0.0025,0.0025,-0.002,0.038862
0.02629,0.043062,0.6,0.46254,0.0025,0.003,-0.0025,0.04095
0.02629,0.043062,0.6,0.46254,-0.002,0.0025,0.0025,0.038877
0.023808,0.040353,0.58,0.4639,0.0025,0.002,0.0025,0.038461
0.023808,0.040353,0.58,0.4639,0.0025,0.0025,-0.0025,0.039092
0.023808,0.040353,0.58,0.4639,0.0025,0.0025,-0.002,0.036037
0.023808,0.040353,0.58,0.4639,0.0025,0.003,-0.0025,0.038446
0.023808,0.040353,0.58,0.4639,-0.002,0.0025,0.0025,0.036014
0.02148,0.037721,0.56,0.46518,0.0025,0.002,0.0025,0.035973
0.02148,0.037721,0.56,0.46518,0.0025,0.0025,-0.0025,0.036151
0.02148,0.037721,0.56,0.46518,0.0025,0.0025,-0.002,0.033259
0.02148,0.037721,0.56,0.46518,0.0025,0.003,-0.0025,0.035945
0.02148,0.037721,0.56,0.46518,-0.002,0.0025,0.0025,0.033248
0.019303,0.035168,0.54,0.46637,0.0025,0.002,0.0025,0.033466
0.019303,0.035168,0.54,0.46637,0.0025,0.0025,-0.0025,0.033298
0.019303,0.035168,0.54,0.46637,0.0025,0.0025,-0.002,0.030556
0.019303,0.035168,0.54,0.46637,0.0025,0.003,-0.0025,0.033456
0.019303,0.035168,0.54,0.46637,-0.002,0.0025,0.0025,0.030541
0.017272,0.032695,0.52,0.46747,0.0025,-0.0035,-0.0025,0.031358
0.017272,0.032695,0.52,0.46747,0.0025,0.002,0.0025,0.03103
0.017272,0.032695,0.52,0.46747,0.0025,0.0025,-0.0025,0.030521
0.017272,0.032695,0.52,0.46747,0.0025,0.0025,-0.002,0.027963
0.017272,0.032695,0.52,0.46747,-0.0025,0.0025,-0.0015,0.021732
0.017272,0.032695,0.52,0.46747,0.0025,0.003,-0.0025,0.031021
0.017272,0.032695,0.52,0.46747,0.0025,0.0035,-0.0025,0.031361
0.017272,0.032695,0.52,0.46747,-0.002,0.0025,0.0025,0.027941
0.017272,0.032695,0.52,0.46747,-0.0015,0.0025,0.0025,0.021739
0.015385,0.030303,0.5,0.46849,0.0025,-0.0035,-0.0025,0.029536
0.015385,0.030303,0.5,0.46849,0.0025,0.002,0.0025,0.028645
0.015385,0.030303,0.5,0.46849,0.0025,0.002,0.003,0.026259
0.015385,0.030303,0.5,0.46849,0.0025,0.0025,-0.0025,0.027857
0.015385,0.030303,0.5,0.46849,0.0025,0.0025,-0.002,0.025441
0.015385,0.030303,0.5,0.46849,-0.0025,0.0025,-0.0015,0.01975
0.015385,0.030303,0.5,0.46849,0.0025,0.003,-0.0025,0.02864
0.015385,0.030303,0.5,0.46849,0.0025,0.003,-0.002,0.026227
0.015385,0.030303,0.5,0.46849,0.0025,0.0035,-0.0025,0.029534
0.015385,0.030303,0.5,0.46849,-0.002,0.002,0.0025,0.026249
0.015385,0.030303,0.5,0.46849,-0.002,0.0025,0.0025,0.025467
0.015385,0.030303,0.5,0.46849,-0.002,0.0025,0.003,0.023203
0.015385,0.030303,0.5,0.46849,0.003,0.003,-0.0025,0.026246
0.015385,0.030303,0.5,0.46849,-0.0015,0.0025,0.0025,0.019729
0.013636,0.027994,0.48,0.46943,0.0025,-0.0035,-0.0025,0.027638
0.013636,0.027994,0.48,0.46943,0.0025,0.002,0.0025,0.026316
